	Module name	Number of genes in KEGG_module	top1	top1_Number of module genes in MGS	top1_DeltaMGS_SCC	top1_pctSCCeffect_bg.adj	top2	top2_Number of module genes in MGS	top2_DeltaMGS_SCC	top2_pctSCCeffect_bg.adj	top3	top3_Number of module genes in MGS	top3_DeltaMGS_SCC	top3_pctSCCeffect_bg.adj	top4	top4_Number of module genes in MGS	top4_DeltaMGS_SCC	top4_pctSCCeffect_bg.adj	top5	top5_Number of module genes in MGS	top5_DeltaMGS_SCC	top5_pctSCCeffect_bg.adj
M00307	Pyruvate oxidation, pyruvate => acetyl-CoA [PATH:map01200 map00010 map00020 map00620]	9	 T2DCAG00235 : NA sp 	4	-0.0239467617841637	14.0023321132419	 T2DCAG00307 : Akkermansia sp 	3	-0.0157587270328636	9.2145623523095	 T2DCAG00640 : Akkermansia sp 	3	-0.0112473734841482	6.57664950051256	 T2DCAG00591 : NA sp 	4	-0.0101608502590253	5.94132940236959	 T2DCAG00491 : NA sp 	4	-0.00917203274908579	5.36314053080706
M00149	Succinate dehydrogenase, prokaryotes [PATH:map00190]	4	 T2DCAG00050 : Bacteroides sp 	2	0.0585649375521068	20.3546654022432	 T2DCAG00060 : Bacteroides sp 	3	0.0310472866539557	10.7907078518871	 T2DCAG00385 : Prevotella sp 	1	0.0287266041887449	9.98413796453446	 T2DCAG00178 : Prevotella sp 	3	0.0184044154002378	6.39658698623944	 T2DCAG00411 : Alistipes sp 	3	0.014259825837584	4.95610506474181
M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine [PATH:map01210 map01230 map00290]	6	 T2DCAG00385 : Prevotella sp 	5	0.107981953043074	64.8598289338339	 T2DCAG00050 : Bacteroides sp 	5	0.0399054692951367	23.9693933946024	 T2DCAG00225 : Prevotella sp 	5	0.0275883070395154	16.5710364068269	 T2DCAG00243 : Eubacterium sp 	5	0.0275458876541379	16.5455570188224	 T2DCAG00139 : NA sp 	5	0.0140387507132774	8.43243656969871
M00348	Glutathione transport system [PATH:map02010] [BR:ko02000]	4	 T2DCAG00005 : Escherichia sp 	4	0.0587193598340134	35.3942694971095	 T2DCAG00247 : Sutterella sp 	4	0.0448606827534036	27.0406744843045	 T2DCAG00645 : NA sp 	3	0.00903702346015765	5.44724678035815	 T2DCAG00321 : Clostridium sp 	3	0.00754917401080769	4.55041574319629	 T2DCAG00327 : Clostridium sp 	3	0.00629310372760021	3.7932942378388
M00390	Exosome, archaea [PATH:map03018]	4	 T2DCAG00682 : Methanobrevibacter sp 	4	-0.0180376036827367	13.3611653974893	 T2DCAG00588 : NA sp 	4	-0.0108258807114678	8.01915738385184	 T2DCAG00865 : NA sp 	1	-0.00133537546548484	0.989165344572275	 T2DCAG00641 : NA sp 	4	-0.000189126614984547	0.140093552797942	 NA 	NA	NA	NA
M00188	NitT/TauT family transport system [BR:ko02000]	3	 T2DCAG00337 : Butyrivibrio sp 	3	-0.0138918483141856	5.81128305527276	 T2DCAG00352 : Eubacterium sp 	2	-0.00781761618577254	3.27029056505137	 T2DCAG00245 : NA sp 	3	-0.00683676351679491	2.85997709444371	 T2DCAG00554 : NA sp 	3	-0.00660447819732118	2.76280674601225	 T2DCAG00116 : Eubacterium sp 	3	-0.00586959699174888	2.45538885596664
M00063	CMP-KDO biosynthesis [PATH:map00540]	3	 T2DCAG00385 : Prevotella sp 	3	0.0904743257766396	33.6954972418164	 T2DCAG00050 : Bacteroides sp 	3	0.0480813645577199	17.9070191784257	 T2DCAG00225 : Prevotella sp 	3	0.027133283444179	10.1052919666059	 T2DCAG00060 : Bacteroides sp 	3	0.0220827125605256	8.22429980867719	 T2DCAG00411 : Alistipes sp 	3	0.0148310191729568	5.52354009102462
M00563	Methanogenesis, methylamine/dimethylamine/trimethylamine  => methane [PATH:map01200 map00680]	13	 T2DCAG00574 : NA sp 	2	-0.0233843104439573	19.515767210605	 T2DCAG00682 : Methanobrevibacter sp 	4	-0.0169508897265717	14.1466483995423	 T2DCAG00149 : Clostridium sp 	1	-0.0105824673577071	8.83177504685438	 T2DCAG00588 : NA sp 	8	-0.00663294037064005	5.5356312731764	 T2DCAG00641 : NA sp 	7	-0.00295926555647133	2.46970454197762
M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A [PATH:map00540]	10	 T2DCAG00385 : Prevotella sp 	7	0.124177979312292	41.0694007560546	 T2DCAG00050 : Bacteroides sp 	7	0.0580504293719543	19.1990267609536	 T2DCAG00060 : Bacteroides sp 	8	0.0320873112642057	10.6122410172242	 T2DCAG00178 : Prevotella sp 	7	0.0197373841035374	6.5277478512176	 T2DCAG00225 : Prevotella sp 	7	0.0183906552481271	6.082344025363
M00179	Ribosome, archaea [PATH:map03010] [BR:ko03011]	67	 T2DCAG00294 : NA sp 	16	-0.0115266906033174	6.10680761871517	 T2DCAG00169 : Prevotella sp 	31	-0.00996225722000413	5.27797529962435	 T2DCAG00337 : Butyrivibrio sp 	31	-0.00948633044782204	5.02583066086085	 T2DCAG00460 : Dialister sp 	31	-0.00870487280963586	4.61181664566684	 T2DCAG00742 : NA sp 	27	-0.00492141259648082	2.60735027713681
M00332	Type III secretion system [PATH:map03070] [BR:ko02044]	15	 T2DCAG00133 : Bilophila sp 	12	0.0514035360701792	68.5711568787765	 T2DCAG00005 : Escherichia sp 	5	0.00398019709068003	5.30949308119297	 T2DCAG00834 : Desulfovibrio sp 	4	0.00372528248474885	4.96944275060611	 T2DCAG00803 : NA sp 	3	0.00124814008426773	1.66499070040948	 T2DCAG00706 : Bilophila sp 	4	0.00118231770887658	1.57718513732686
M00122	Cobalamin biosynthesis, cobinamide => cobalamin [PATH:map00860]	9	 T2DCAG00050 : Bacteroides sp 	5	0.0463285593984746	30.7320415838299	 T2DCAG00243 : Eubacterium sp 	7	0.017837640903354	11.8325959001728	 T2DCAG00139 : NA sp 	7	0.014434580587797	9.57517644902053	 T2DCAG00060 : Bacteroides sp 	5	0.0134837315939364	8.94443093915195	 T2DCAG00186 : NA sp 	5	0.0112944433008937	7.49216694186054
M00440	Nickel transport system [PATH:map02010] [BR:ko02000]	5	 T2DCAG00247 : Sutterella sp 	5	0.0160507140682777	13.1437262618664	 T2DCAG00005 : Escherichia sp 	4	0.0133592253784553	10.9397002960777	 T2DCAG00460 : Dialister sp 	4	0.010828466386616	8.8672938422593	 T2DCAG00315 : NA sp 	3	0.0099399527425072	8.13970128354685	 T2DCAG00035 : NA sp 	5	0.00929534773319628	7.61184241363181
M00360	Aminoacyl-tRNA biosynthesis, prokaryotes [PATH:map00970]	31	 T2DCAG00337 : Butyrivibrio sp 	20	-0.0212452471804274	12.801603803451	 T2DCAG00169 : Prevotella sp 	21	-0.0172317165288323	10.3831979916296	 T2DCAG00116 : Eubacterium sp 	20	-0.0143143663364393	8.62531016844892	 T2DCAG00060 : Bacteroides sp 	19	-0.0129397803128941	7.79703523628445	 T2DCAG00047 : Bacteroides sp 	18	-0.0120423191572925	7.25625818410763
M00184	RNA polymerase, archaea [PATH:map03020] [BR:ko03021]	16	 T2DCAG00588 : NA sp 	9	-0.0101802727536647	8.70745312660519	 T2DCAG00682 : Methanobrevibacter sp 	4	-0.00429202270132681	3.67107909527032	 NA 	NA	NA	NA	 NA 	NA	NA	NA	 NA 	NA	NA	NA
M00567	Methanogenesis, CO2 => methane [PATH:map01200 map00680]	27	 T2DCAG00682 : Methanobrevibacter sp 	15	-0.026376147062166	22.2579809757383	 T2DCAG00588 : NA sp 	6	-0.0014394100811638	1.21467180658792	 NA 	NA	NA	NA	 NA 	NA	NA	NA	 NA 	NA	NA	NA
M00356	Methanogenesis, methanol => methane [PATH:map01200 map00680]	9	 T2DCAG00682 : Methanobrevibacter sp 	5	-0.0243853014573565	19.8772989625098	 T2DCAG00588 : NA sp 	9	-0.00936675360090403	7.63516341837824	 NA 	NA	NA	NA	 NA 	NA	NA	NA	 NA 	NA	NA	NA
M00310	Pyruvate:ferredoxin oxidoreductase [PATH:map00620]	4	 T2DCAG00591 : NA sp 	4	-0.0155513833433574	8.42210849300655	 T2DCAG00709 : NA sp 	4	-0.0108481091543091	5.87497267762964	 T2DCAG00797 : NA sp 	4	-0.0105778905165262	5.72863131146351	 T2DCAG00719 : NA sp 	4	-0.0058698051647243	3.17888993143715	 T2DCAG00092 : NA sp 	4	-0.00565064575220203	3.06020053199447
M00230	Glutamate/aspartate transport system [PATH:map02010] [BR:ko02000]	4	 T2DCAG00247 : Sutterella sp 	4	0.0935289808258137	34.1174926014032	 T2DCAG00315 : NA sp 	4	0.0575422519907702	20.9902571291715	 T2DCAG00172 : NA sp 	4	0.0213947472994733	7.8043738556083	 T2DCAG00242 : NA sp 	4	0.0153944700410952	5.61559329623988	 T2DCAG00721 : NA sp 	4	0.0150562795830627	5.49222821358944
M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P [PATH:map00730]	8	 T2DCAG00385 : Prevotella sp 	4	0.0591119914956302	27.4714026638503	 T2DCAG00139 : NA sp 	4	0.0183578201227261	8.53151883166081	 T2DCAG00186 : NA sp 	4	0.0157514370682353	7.32024178660563	 T2DCAG00243 : Eubacterium sp 	4	0.0130480060231432	6.06386315792812	 T2DCAG00350 : Bacteroides sp 	4	0.00958115972547335	4.45269885425196
M00023	Tryptophan biosynthesis, chorismate => tryptophan [PATH:map01230 map00400]	14	 T2DCAG00385 : Prevotella sp 	8	0.143234278373237	60.638570884289	 T2DCAG00050 : Bacteroides sp 	6	0.045014132467689	19.0568395598994	 T2DCAG00225 : Prevotella sp 	8	0.0272766483385853	11.5476336569039	 T2DCAG00243 : Eubacterium sp 	6	0.0222207542011607	9.40720890301365	 T2DCAG00060 : Bacteroides sp 	7	0.0178878608792371	7.57286825621061
M00178	Ribosome, bacteria [PATH:map03010] [BR:ko03011]	55	 T2DCAG00337 : Butyrivibrio sp 	51	-0.017023008293072	8.94976309308572	 T2DCAG00460 : Dialister sp 	48	-0.0140222827762467	7.37214637454761	 T2DCAG00352 : Eubacterium sp 	41	-0.0136627603549876	7.18312922543237	 T2DCAG00169 : Prevotella sp 	51	-0.0136047257475974	7.15261781532194	 T2DCAG00410 : NA sp 	51	-0.0106165091041829	5.58157757560947
M00259	Heme transport system [PATH:map02010] [BR:ko02000]	3	 T2DCAG00247 : Sutterella sp 	3	0.0632995703633383	26.814859028388	 T2DCAG00315 : NA sp 	3	0.037593721286112	15.9253898699991	 T2DCAG00273 : NA sp 	3	0.0255733669985025	10.8333473198934	 T2DCAG00005 : Escherichia sp 	3	0.0220783661096088	9.35280083905891	 T2DCAG00133 : Bilophila sp 	1	0.0160253079067826	6.78861436089255
M00311	2-oxoglutarate:ferredoxin oxidoreductase [PATH:map00020]	4	 T2DCAG00385 : Prevotella sp 	4	0.0901917694194514	59.8374560517887	 T2DCAG00050 : Bacteroides sp 	2	0.0622567246707401	41.3040352838482	 T2DCAG00060 : Bacteroides sp 	4	0.0339348950504342	22.5140032651859	 T2DCAG00225 : Prevotella sp 	4	0.0165553828912458	10.9836186001448	 T2DCAG00019 : Bacteroides sp 	4	0.0143152862746726	9.49743328956978
M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP [PATH:map00230]	20	 T2DCAG00385 : Prevotella sp 	9	0.0554063619794468	64.7045618761621	 T2DCAG00005 : Escherichia sp 	11	0.0157930186768892	18.44337577279	 T2DCAG00411 : Alistipes sp 	10	0.0146999168973144	17.1668315420088	 T2DCAG00247 : Sutterella sp 	10	0.00835794194922829	9.76055732032766	 T2DCAG00102 : Alistipes sp 	11	0.0059845554087548	6.9888731530639
M00439	Oligopeptide transport system [PATH:map02010] [BR:ko02000]	5	 T2DCAG00742 : NA sp 	4	-0.012524283856166	10.7680400534101	 T2DCAG00598 : NA sp 	5	-0.0100972078405343	8.68130582979006	 T2DCAG00410 : NA sp 	3	-0.0098224416252799	8.44506927964783	 T2DCAG00194 : Faecalibacterium sp 	5	-0.00856748442630484	7.36609106907127	 T2DCAG00508 : Faecalibacterium sp 	5	-0.00650081974096889	5.58922874590462
M00197	Putative fructooligosaccharide transport system [BR:ko02000]	4	 T2DCAG00142 : Ruminococcus sp 	4	-0.0367154929192675	42.0962627835086	 T2DCAG00543 : NA sp 	4	-0.0217868018348905	24.9797255145247	 T2DCAG00338 : NA sp 	4	-0.0140725034749354	16.1348726981639	 T2DCAG00486 : NA sp 	3	-0.00843462083927674	9.67074079899172	 T2DCAG00237 : Ruminococcus sp 	4	-0.000615173378421013	0.705328953430443
M00159	V-type ATPase, prokaryotes [PATH:map00190]	8	 T2DCAG00352 : Eubacterium sp 	7	-0.0166686274084596	92.2658067340185	 T2DCAG00348 : NA sp 	8	-0.0117724778251222	65.1641636216535	 T2DCAG00659 : Clostridium sp 	8	-0.00985568012516484	54.5541186672191	 T2DCAG00680 : NA sp 	8	-0.00843126979002261	46.6695841178733	 T2DCAG00807 : NA sp 	8	-0.00761511639050889	42.1519324852843
M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP [PATH:map00240]	14	 T2DCAG00385 : Prevotella sp 	8	0.119707880689519	115.38182745455	 T2DCAG00050 : Bacteroides sp 	8	0.0398382000590705	38.3985105979573	 T2DCAG00243 : Eubacterium sp 	8	0.0263173090164327	25.3662431454938	 T2DCAG00225 : Prevotella sp 	8	0.0255820499948013	24.657555220525	 T2DCAG00139 : NA sp 	8	0.0227560605287504	21.9336925384517
bcaa_biosyn	NA	13	 T2DCAG00385 : Prevotella sp 	11	0.128407252447595	70.7015232160465	 T2DCAG00050 : Bacteroides sp 	11	0.0528127515005382	29.0789025163706	 T2DCAG00225 : Prevotella sp 	11	0.0297138635059368	16.3605666382497	 T2DCAG00243 : Eubacterium sp 	10	0.0250531588990199	13.7943648958399	 T2DCAG00060 : Bacteroides sp 	9	0.0217971466425613	12.0015921220771
