	module	kME	kIN	cluster_name	HOMA.ir_estimate	HOMA.ir_p.value	HOMA.ir_p.adjust	HOMA.ir_BMI.adj.partial_estimate	HOMA.ir_BMI.adj.partial_p.value	HOMA.ir_BMI.adj.partial_p.adjust
M_252_unknown	darkolivegreen	0.686586247122544	0.096682717059154	M08	0.148669351673665	0.0113898930411514	0.0451428687606608	0.0828654470115021	0.160744888882099	0.435875898499141
M_96_4.Methyl.2.oxovaleric.acid	darkred	0.896489270768302	0.53700305315266	M09	0.218083247178613	0.000186659153268561	0.00168172913084098	0.211446539144617	0.000301853015319664	0.00654014866525939
M_927_unknown	darkred	0.863303002101794	0.454387805456488	M09	0.190955659233964	0.00110532650126303	0.0067779455266129	0.140683933990754	0.0168945053708867	0.130342757812829
M_226_unknown	darkred	0.723639588899245	0.221333390937219	M09	0.22418282294977	0.000121229676002106	0.00127095628066724	0.17201114379106	0.0034083478889231	0.0527482411380957
M_210_2.Oxoisovaleric.acid	darkred	0.638084454008669	0.112084960530086	M09	0.249805880820374	1.73431605033285e-05	0.000256205780162808	0.167941943074966	0.00426319348385576	0.0593654328413507
M_23_Leucine	greenyellow	0.899267521478212	1.05662739879066	M10	0.395880803784176	2.78066100376247e-12	1.1296435327785e-10	0.284825529957264	8.8871429014453e-07	3.72165642110538e-05
M_26_Isoleucine	greenyellow	0.90493865324964	1.03014205515954	M10	0.438941709168087	4.85259545388799e-15	2.62848920418933e-13	0.317711729871684	3.55258015021638e-08	2.30917709764065e-06
M_20_Valine	greenyellow	0.851302169445485	0.856974232074017	M10	0.482623529030922	2.87333493111936e-18	3.11277950871264e-16	0.314059953135175	5.18109886091603e-08	2.80642854966285e-06
M_12_Proline	greenyellow	0.650397775830866	0.115797115162941	M10	0.318983424190731	2.94401330886733e-08	6.83431660987058e-07	0.221372912905543	0.000152119816621315	0.00380299541553287
M_78_unknown	greenyellow	0.655301336638053	0.104885288835185	M10	0.0943708903865705	0.109393089279963	0.267313939969834	0.11106392259626	0.0597752057022646	0.262526241259946
M_75_Hydrocinnamic.acid	greenyellow	0.599885944885592	0.0857900438543706	M10	0.154810591136036	0.00838190064126081	0.0353781520572697	0.0532888532325874	0.367562127360944	0.692303839961469
M_259_unknown	greenyellow	0.421558546476216	0.0258035734336086	M10	0.192483519545857	0.0010059902919389	0.00651677047727843	0.120638004532544	0.0407692737155513	0.210317681865939
M_250_alpha.Hydroxyvaleric.acid	greenyellow	0.398741697722717	0.023146536302195	M10	0.105062672240857	0.0745434741663935	0.196964464260796	0.0674246716130391	0.254054427174464	0.554145562628863
M_165_2.aminobutyric.acid	greenyellow	0.298496453655029	0.0179731788174209	M10	0.0457524486187214	0.43844212435326	0.624972326380744	0.0659238004116554	0.264802445527721	0.562488854879147
M_8_Aspartic.acid	darkgreen	0.835009978130187	0.309369792262531	M11	0.263633162013101	5.54689909065098e-06	0.000100152344692309	0.18101257629381	0.00204209103577505	0.0368710881459385
M_2_Glutamic.acid..3TMS	darkgreen	0.820855113166037	0.303072756329438	M11	0.570062721113785	2.63847253025513e-26	4.28751786166459e-24	0.457757371065208	2.53460703933266e-16	8.23747287783114e-14
M_302_unknown	darkgreen	0.797113223924775	0.292692167137337	M11	0.207219901302227	0.000391071052615068	0.00295576958371854	0.0922802139280872	0.11815322547113	0.376468610569778
M_79_unknown	darkgreen	0.783127789330122	0.286732207654119	M11	0.589132290879195	2.14946955991681e-28	6.98577606972964e-26	0.43259954459695	1.45559986345024e-14	2.36534977810664e-12
M_191_Pyruvic.acid	royalblue	0.781233531265185	0.139547238104139	M12	0.397889289572846	2.10913709281499e-12	9.79242221664104e-11	0.284495101401755	9.16100042118248e-07	3.72165642110538e-05
M_31_Lactic.acid	royalblue	0.753841360396474	0.106101651627419	M12	0.445726568051853	1.638532218887e-15	1.06504594227655e-13	0.33470916381935	5.73351791645942e-09	4.65848330712328e-07
M_28_Alanine	royalblue	0.67899555813319	0.0899604101639553	M12	0.470608951899883	2.46955565586725e-17	2.00651397039214e-15	0.334819393746453	5.66401150679979e-09	4.65848330712328e-07
M_119_Alpha.ketoglutaric.acid	royalblue	0.572906877760656	0.0601702353643336	M12	0.223615749648255	0.000126256025184464	0.00128228775577972	0.114199085888872	0.0528760054800721	0.238676413625326
M_289_unknown	royalblue	0.750777052234587	0.0510587911013989	M12	0.388883286623543	7.17946728126712e-12	2.59258540712424e-10	0.249185771192585	1.88489774569441e-05	0.000510493139458903
M_240_unknown	turquoise	0.950572188425738	6.71591454821078	M13	0.165342040382701	0.00483156236684162	0.0234366831227392	0.126282032738713	0.032166083767951	0.18024098663076
M_104_unknown	turquoise	0.914568106104892	6.40289363134781	M13	0.177806959331268	0.00241471262846375	0.0133013831228935	0.128585374794215	0.0291286646721827	0.169050286043917
M_117_unknown	turquoise	0.901357131435859	6.04134359374866	M13	0.157107463206676	0.0074531286883122	0.0336425947736315	0.130465833618032	0.026834242845472	0.169050286043917
M_105_unknown	turquoise	0.906981790841569	5.954323831095	M13	0.158094214413248	0.00708314682883901	0.0324228552024321	0.139254208172058	0.0180555783570056	0.13040139924504
M_187_unknown	turquoise	0.913799206039013	5.94051059495676	M13	0.208044157937187	0.000370208044673909	0.00286470510759573	0.159400845584979	0.00671391487278698	0.0839239359098372
M_168_unknown	turquoise	0.85790777501377	4.72309394647238	M13	-0.00559094267791154	0.924604871168547	0.982014977548294	0.00398548855129949	0.946309358898356	0.977423443187846
M_149_unknown	turquoise	0.892476262443279	4.6757693009782	M13	0.105767711551791	0.0726063310165197	0.193418504757122	0.10826959543333	0.0665349910435306	0.280829507651265
M_188_unknown	turquoise	0.841510778774103	4.36635225772404	M13	-0.00215143457740261	0.970950719976048	0.987466914425663	0.013794697469549	0.815686270211175	0.951135181413429
M_263_unknown	turquoise	0.885517889806484	4.30835736339752	M13	0.193137190220801	0.000966057520902821	0.00651677047727843	0.145556250195571	0.0134130038841844	0.121089618398887
M_245_unknown	turquoise	0.871366336046875	4.30651968566264	M13	0.186023491405678	0.00149081926142851	0.00865207607079045	0.128666642535877	0.0290261415857006	0.169050286043917
M_241_unknown	turquoise	0.840163166004649	4.21449344763041	M13	-0.0877275850307989	0.136810155923366	0.314763770405199	-0.0279741240433058	0.636381169066024	0.874672571415791
M_280_unknown	turquoise	0.87892024544047	4.18586133999217	M13	-0.0132295086783809	0.822806520307806	0.914273038008281	0.0456364684852816	0.440404437489698	0.765408781733433
M_954_unknown	turquoise	0.852613173987808	4.02073933800216	M13	0.155570071135628	0.00806398838414602	0.034484160853256	0.117369710266687	0.0465853260014197	0.21988571955432
M_315_unknown	turquoise	0.85834002901231	3.61251988268291	M13	0.166965886866118	0.00442549596931187	0.0221274798465593	0.10438181794502	0.0769692548355297	0.296400804850918
M_255_unknown	turquoise	0.834935270649872	3.57000333858339	M13	-0.0348787603790961	0.55482270425726	0.748595727705022	-0.0146527928999121	0.804445463387036	0.951135181413429
M_197_unknown	turquoise	0.792375345224832	3.30954614980474	M13	-0.0638308610206413	0.279463606846733	0.468173568171073	-0.0103186289458159	0.861585675093666	0.965570153122212
M_185_unknown	turquoise	0.830439189776171	3.13269298880314	M13	-0.0308331847313118	0.601658768241953	0.785297589070822	-0.0273864749090274	0.643486604506576	0.874672571415791
M_312_unknown	turquoise	0.832566408351444	3.06120816598052	M13	0.168151815532419	0.00414866129968485	0.0210674206624621	0.129262404624784	0.0282839517540926	0.169050286043917
M_42_unknown	turquoise	0.758268644320984	2.03463805301733	M13	0.192218142918823	0.001022631674896	0.00651677047727843	0.108766748896948	0.0652884940525759	0.279194217987989
M_108_Glucopyranose	turquoise	0.703662392316228	1.63848889213824	M13	0.171243319301103	0.00349896887198517	0.0180502362443679	0.13019342564744	0.0271566868975798	0.169050286043917
M_351_unknown	turquoise	0.720869418829468	1.63293186463636	M13	0.229256850052954	8.38977001697792e-05	0.00104872125212224	0.15833043606297	0.00709666279951345	0.0854227929571063
M_342_unknown	turquoise	0.745995224544653	1.56601433473789	M13	0.0541947818796656	0.358622398267691	0.547193800173707	-0.0114130124490215	0.847077075482175	0.959289943188718
M_341_unknown	turquoise	0.733857522588215	1.5071046192645	M13	0.112471524750322	0.0561598339212478	0.161521646233677	0.103937335664431	0.0782423911272228	0.296400804850918
M_328_unknown	turquoise	0.716388948662893	1.47982314207798	M13	0.176536508801459	0.00259700442202723	0.0139554101382637	0.144140195309794	0.0143531930136443	0.126075344038768
M_285_unknown	turquoise	0.705945845126103	1.33239927307969	M13	0.138644053478767	0.0183670735022337	0.0670707740250106	0.141381694731874	0.0163519169861205	0.130342757812829
M_331_unknown	turquoise	0.693422737063336	1.27344720037305	M13	0.082240334552469	0.16319998290834	0.339999964392374	0.0800199982174511	0.175656267471708	0.464132414051262
M_348_unknown	turquoise	0.643419314029921	1.04707718444626	M13	0.0755033399864122	0.200607907038733	0.379055638299931	0.116960617881459	0.0473600011347765	0.21988571955432
M_233_Glucopyranose	turquoise	0.621564546027681	0.997328388182761	M13	0.0905850412633375	0.124432441867701	0.295186449686152	0.0933067184272632	0.114100034966944	0.37082511364257
M_277_unknown	turquoise	0.623603062165742	0.672607818939113	M13	-0.0184918545328704	0.754260994744584	0.885616067025696	0.0187824720769716	0.750947016903498	0.924461289748624
M_44_Aminomalonic.acid	turquoise	0.419291298901072	0.294086895114086	M13	-0.320458422459985	2.52105497084388e-08	6.30263742710971e-07	-0.176827802912898	0.00259888892270358	0.0422319449939331
M_251_unknown	turquoise	0.409164035291326	0.175878303087299	M13	0.216065821341835	0.000214742168338601	0.00178951806948834	0.116143440072825	0.0489397276821025	0.224019880234976
M_10_Glycine	turquoise	-0.12697221249715	0.075890410316906	M13	-0.208791057563255	0.000352201627020095	0.00279184216540319	-0.140979064285455	0.0166631188136296	0.130342757812829
M_207_unknown	turquoise	0.169012098898582	0.0412885343059564	M13	0.320767600006137	2.44015441630955e-08	6.30263742710971e-07	0.220210216121472	0.000165098230254429	0.00383263748804925
M_118_unknown	black	0.939615408388285	1.70877708322914	M14	-0.0275160622425756	0.641334327527721	0.811025900570076	0.0236376399153035	0.689557747124093	0.903654305706977
M_266_unknown	black	0.923525320790294	1.51564602649912	M14	-0.0740864610617631	0.209211042307673	0.390767751436745	-0.00371496115977528	0.949948845348368	0.977423443187846
M_330_unknown	black	0.864816124225166	0.930249755336621	M14	-0.107496348762632	0.0680298499824969	0.187370349528063	-0.018199319217451	0.758436208641355	0.928373688749703
M_230_L.Cysteine	black	0.82646118572651	0.739520335104325	M14	-0.0112398545985378	0.849108978208482	0.926041670864955	0.040604859836533	0.492477527129047	0.800275981584701
M_208_L.Tryptophan	black	0.804232638781783	0.683796989328917	M14	0.145008605777499	0.0136053267281536	0.0526396569839276	0.126609138901341	0.0317189270571325	0.18024098663076
M_219_unknown	black	0.741436558699685	0.595928811815845	M14	-0.0828480977685121	0.160101664437388	0.337876889234747	-0.0467884717467384	0.428940019085591	0.752504422611211
M_107_unknown	black	0.647003512978846	0.320624735101022	M14	0.222061265770874	0.000141054734454426	0.00138917541508147	0.154690910625295	0.00854798557811418	0.089615977835068
M_303_L.Proline..5.oxo	black	0.630746684819824	0.223185821314388	M14	0.0318999043998325	0.589138008460167	0.778121938706585	0.0517900183152979	0.381208789430465	0.705101452437498
M_311_unknown	black	0.610481874334925	0.175510967826612	M14	-0.0177202819638341	0.764205541336107	0.885616067025696	-0.0351650123217028	0.552272310217876	0.846342971410975
M_257_unknown	black	0.552032246575015	0.119568347888211	M14	-0.0566146610864211	0.337534808277663	0.532764722142271	0.0135088322280111	0.819439540910031	0.951135181413429
M_249_unknown	black	0.508800051845739	0.0896570434851434	M14	-0.114603524373206	0.0516267193223525	0.152533488906951	-0.063664324783851	0.281563622353324	0.576534783729664
M_135_unknown	violet	0.880891579707207	0.236429473406169	M15	-0.00151765706814714	0.979505900431874	0.988631731802358	0.0141548296583678	0.810963902083261	0.951135181413429
M_196_unknown	violet	0.880669890726626	0.205106348181605	M15	-0.0248494204799992	0.673992924385707	0.832788193697337	-0.0336315291989073	0.569746656273359	0.846342971410975
M_291_unknown	violet	0.82384283390767	0.120361809170141	M15	-0.0518608671759402	0.379723921425293	0.571343863255649	-0.0437692819911438	0.459352392125659	0.769533646602263
M_77_unknown	lightyellow	0.842363373747495	0.139710283189131	M16	-0.0991146725787084	0.0926094717678706	0.23331843662448	-0.0514865414399879	0.384009098712114	0.705101452437498
M_1103_unknown	lightyellow	0.79492391278133	0.123375351172768	M16	-0.047102510766652	0.425035766598092	0.611224000638849	0.0233415795908205	0.693248261006457	0.904842107739352
M_306_unknown	lightyellow	0.69876331775633	0.0468963580942598	M16	0.0279616710210285	0.635941472883668	0.807347572996845	0.000422540283286845	0.994303502649072	0.995441607959801
M_356_unknown	lightyellow	0.639035360704844	0.0286740843206015	M16	-0.00409504840203166	0.944739359166959	0.98233387154157	0.0378402271859422	0.522428590838712	0.82824044889064
M_262_unknown	lightyellow	0.51588506377063	0.0123339105162903	M16	0.0184225909041733	0.755152084307519	0.885616067025696	0.0217602610229324	0.713080968933052	0.922464497866563
M_247_unknown	saddlebrown	0.854492020850339	0.349024666146617	M17	0.00450483872756363	0.939219610865548	0.98233387154157	-0.0333043862741693	0.573508192690933	0.846342971410975
M_235_unknown	saddlebrown	0.84233027005945	0.346304383694402	M17	0.0308967480321016	0.600909349320602	0.785297589070822	-0.0111863106668673	0.850078472733387	0.959289943188718
M_1075_unknown	saddlebrown	0.756805679166407	0.0384045739129404	M17	0.0645355792377542	0.274178550582214	0.46606515624199	0.0682631151278932	0.248183460162567	0.544997463194826
M_58_unknown	salmon	0.824192857264407	0.337488266334377	M18	0.0978984950442513	0.0967026220129221	0.241756555032305	-0.0207864448307227	0.725392182199677	0.922464497866563
M_122_unknown	salmon	0.822689732260375	0.327199754897803	M18	0.132585181694167	0.0241873513749837	0.0836264808177627	0.0112479304205419	0.849262447907639	0.959289943188718
M_64_L.Proline..5.oxo	salmon	0.774088120205296	0.209156041936531	M18	-0.00737474261131545	0.900658944957407	0.966474830272952	-0.061549362335508	0.29788856330967	0.598091826502748
M_71_Tyrosine	salmon	0.724881061094728	0.188598462435417	M18	0.345185661573483	1.64929208392653e-09	4.87290842978293e-08	0.131648045870735	0.0254727057089783	0.168951619498325
M_72_unknown	salmon	0.752774915882621	0.182769030569719	M18	0.266467516166439	4.35583726389543e-06	8.32733594568245e-05	0.0872331550172484	0.13973621917649	0.404697993183585
M_81_Ethanolamine	salmon	0.661370162315044	0.0861383317463402	M18	0.0610660780137777	0.300860401179737	0.493836517087953	-0.0529051308878751	0.371026700269272	0.693009641307549
M_123_Tryptophan	salmon	0.565223649590528	0.0669339320098339	M18	0.232984798181834	6.36800441502175e-05	0.000862333931200862	0.0745411042692968	0.207215770564541	0.487484865314129
M_205_unknown	salmon	0.562061632244877	0.0579358563088601	M18	-0.0382797580774607	0.516872934833068	0.716411394838403	0.000957339282193618	0.987094034775694	0.993206072142726
M_147_unknown	cyan	0.875829778981053	0.643304893611697	M19	0.120176864529315	0.0411954694889238	0.126306863999059	0.0940327825968658	0.111299490619386	0.3653771156697
M_190_unknown	cyan	0.8311641580244	0.639294546381423	M19	0.0798188769374985	0.175991704386058	0.350903705064227	0.0199149471113403	0.736470156706449	0.923645617483292
M_110_unknown	cyan	0.783300253085666	0.492666908596292	M19	0.0324366626666586	0.58288330530091	0.776363999253706	-0.032601082878588	0.581634286423576	0.846733072211757
M_166_unknown	cyan	0.682510543621698	0.228070959116213	M19	-0.00515230669572188	0.930504439585733	0.98233387154157	-0.0259510401494578	0.660978701058978	0.876808480996603
M_192_unknown	cyan	0.656395388410836	0.118283310008774	M19	0.080827040886766	0.170578383750038	0.347409180043472	0.0443041882278823	0.453878299643367	0.769533646602263
M_136_unknown	cyan	0.644477253751853	0.0968034055348599	M19	0.0185857243974536	0.75305386077205	0.885616067025696	0.00930842455159696	0.875019762971017	0.968451417626028
M_951_unknown	cyan	0.368746342420488	0.024264201658577	M19	0.00104916403030553	0.985831515764772	0.989497482331145	0.0667633517929602	0.258752455554186	0.556917536788811
M_243_unknown	magenta	0.898346237307492	0.749620923640092	M20	0.0158926769908997	0.787913068766627	0.895355759962076	-0.072554377240393	0.21961510385466	0.502640202484256
M_143_unknown	magenta	0.860719461463176	0.550894258822928	M20	0.000770955614723857	0.98958834377966	0.98958834377966	-0.036398177847701	0.538412669099754	0.846342971410975
M_1074_unknown	magenta	0.783450457847991	0.466305651205879	M20	0.0567757101918876	0.336160087108169	0.532764722142271	-0.0137581893586132	0.816165371518917	0.951135181413429
M_332_unknown	magenta	0.735572866139006	0.220361288343398	M20	-0.0406812810018829	0.490905225678907	0.684739048693754	-0.0531826887125667	0.368518659425644	0.692303839961469
M_300_unknown	magenta	0.674480882269551	0.161828877134001	M20	0.0257089991669809	0.663394911822482	0.829243639778103	-0.0295400301855513	0.617610517206005	0.865187146948067
M_294_unknown	magenta	0.603643748966108	0.086221666805449	M20	0.0155450871537328	0.792444924477492	0.8958767589609	-0.02046619287181	0.729456541389867	0.922464497866563
M_276_unknown	magenta	0.47706652415305	0.0717098782988093	M20	0.124149039824255	0.0348967300001931	0.112291457921413	0.0806245260446478	0.172405400078811	0.459276680537818
M_234_Phenylalanine..dl	magenta	0.564662290921927	0.0712316802872583	M20	0.156259436131825	0.0077847701958495	0.0342317319857743	0.0296756641747711	0.615996058556127	0.865187146948067
M_203_unknown	magenta	0.519211323912364	0.0564299890922659	M20	0.0546845716760151	0.354289017446952	0.54619622507007	0.030652718393217	0.60442106157584	0.865187146948067
M_1097_unknown	magenta	0.530211558999218	0.0527071605511644	M20	0.0560797068491622	0.342126948816542	0.534514960758492	-0.00686616880753528	0.907638781875479	0.969953865020578
M_319_unknown	magenta	0.510834181361784	0.04291204094323	M20	-0.0873539742283283	0.138496058978288	0.314763770405199	-0.11730728833275	0.0467028404498204	0.21988571955432
M_140_l.Threonine	orange	0.80347689678484	0.169112126101462	M21	0.0804814374893899	0.172419939354517	0.348052672610051	0.0451730355598686	0.445065239680733	0.769394696256586
M_5_Threonine	orange	0.836809366362309	0.146666253121325	M21	-0.00217891818527179	0.970579794793713	0.987466914425663	0.0263456307191953	0.656151345974271	0.874672571415791
M_112_unknown	orange	0.741385320934912	0.0764930453710881	M21	-0.087089817708607	0.13969763016071	0.315289790293269	-0.0650465485643275	0.271226966552667	0.565056180318056
M_24_Serine	orange	0.644149113764168	0.0409084870206122	M21	-0.183204927118003	0.00176300952742406	0.0100522473054881	-0.095212378547715	0.106864990877741	0.354399204441487
M_3_Phenylalanine	darkgrey	0.930602340958054	0.626106487049556	M22	0.216570867945808	0.000207363286257883	0.00177350179036347	0.154863293705131	0.00847370139889162	0.089615977835068
M_16_Tyrosine	darkgrey	0.901631718758959	0.518839087597935	M22	0.232434605004152	6.63436333114131e-05	0.000862467233048371	0.140243100178251	0.0172453494952359	0.130342757812829
